Textbox_value,Field1,Player,player_url,name,age,position,height_cm,weight_kg,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS_,AerialsWon,MotM,Rating
13796,Premier League - 2016/2017,	21,https://www.whoscored.com/Players/71345/Show/Chris-Smalling,Chris Smalling,33,",  D(CR)  ",194,81,13(5),1215	,1	,1	,-	,-	,0.4	,88.4	,2.7	,-	,6.73
13796,Premier League - 2016/2017,	22,https://www.whoscored.com/Players/109000/Show/Jesse-Lingard,Jesse Lingard,30,",  AM(CLR),FW  ",175,62,18(7),1369	,1	,2	,3	,-	,1.5	,87.8	,0.2	,1	,6.69
13796,Premier League - 2016/2017,	23,https://www.whoscored.com/Players/2115/Show/Michael-Carrick,Michael Carrick,41,",  D(C),M(C)  ",188,74,18(5),1603	,-	,-	,2	,-	,0.3	,89	,0.4	,-	,6.68
13796,Premier League - 2016/2017,	24,https://www.whoscored.com/Players/299271/Show/Axel-Tuanzebe,Axel Tuanzebe,25,",  D(CR)  ",186,75,4,305	,-	,-	,-	,-	,0.5	,91.6	,0.5	,-	,6.64
13796,Premier League - 2016/2017,	25,https://www.whoscored.com/Players/336915/Show/Scott-McTominay,Scott McTominay,26,",  D(C),DMC  ",193,88,1(1),96	,-	,-	,1	,-	,0.5	,91.2	,0.5	,-	,6.60
13796,Premier League - 2016/2017,	26,https://www.whoscored.com/Players/300299/Show/Marcus-Rashford,Marcus Rashford,25,",  AM(CLR),FW  ",180,70,16(16),1703	,5	,1	,3	,-	,1.4	,78.7	,0.1	,-	,6.58
13796,Premier League - 2016/2017,	27,https://www.whoscored.com/Players/79554/Show/David-de-Gea,David de Gea,32,",  GK  ",192,76,35,3150	,-	,-	,2	,-	,-	,60	,-	,-	,6.57
13796,Premier League - 2016/2017,	28,https://www.whoscored.com/Players/312739/Show/Timothy-Fosu-Mensah,Timothy Fosu-Mensah,25,",  D(CR)  ",185,80,1(3),96	,-	,-	,-	,-	,0.3	,80.5	,0.3	,-	,6.38
13796,Premier League - 2016/2017,	29,https://www.whoscored.com/Players/338497/Show/Angel-Gomes,Angel Gomes,22,",  M(CL),FW  ",168,56,0(1),2	,-	,-	,-	,-	,-	,92.3	,-	,-	,6.05
13796,Premier League - 2016/2017,	30,https://www.whoscored.com/Players/29544/Show/Morgan-Schneiderlin,Morgan Schneiderlin,33,",  DMC  ",181,75,0(3),11	,-	,-	,-	,-	,-	,86.7	,-	,-	,6.04
13796,Premier League - 2016/2017,	31,https://www.whoscored.com/Players/110154/Show/Memphis-Depay,Memphis Depay,29,",  AM(CL),FW  ",178,78,0(4),20	,-	,-	,1	,-	,-	,71.4	,-	,-	,5.95
12496,Premier League - 2015/2016,	1,https://www.whoscored.com/Players/118244/Show/Luke-Shaw,Luke Shaw,27,",  D(CL),M(L)  ",185,75,5,450	,-	,1	,1	,-	,0.2	,86	,2.8	,-	,7.36
12496,Premier League - 2015/2016,	2,https://www.whoscored.com/Players/122366/Show/Anthony-Martial,Anthony Martial,27,",  AM(LR),FW  ",181,76,29(2),2632	,11	,4	,2	,-	,1.8	,76.7	,1.8	,3	,7.23
12496,Premier League - 2015/2016,	3,https://www.whoscored.com/Players/71345/Show/Chris-Smalling,Chris Smalling,33,",  D(CR)  ",194,81,35,3150	,-	,1	,8	,-	,0.5	,82.4	,3.5	,1	,7.17
12496,Premier League - 2015/2016,	4,https://www.whoscored.com/Players/70033/Show/Daley-Blind,Daley Blind,33,",  D(CL),DMC,M(L)  ",180,72,35,3117	,1	,1	,2	,-	,0.1	,83.7	,1	,3	,7.14
12496,Premier League - 2015/2016,	5,https://www.whoscored.com/Players/3859/Show/Wayne-Rooney,Wayne Rooney,37,",  M(CLR),FW  ",176,83,27(1),2410	,8	,6	,4	,-	,2.6	,83.1	,0.9	,4	,7.06
12496,Premier League - 2015/2016,	6,https://www.whoscored.com/Players/18296/Show/Antonio-Valencia,Antonio Valencia,37,",  D(R),M(R)  ",180,83,8(6),855	,-	,3	,1	,-	,0.4	,88.2	,1.3	,-	,7.05
12496,Premier League - 2015/2016,	7,https://www.whoscored.com/Players/300299/Show/Marcus-Rashford,Marcus Rashford,25,",  AM(CLR),FW  ",180,70,11,862	,5	,2	,-	,-	,1.5	,76.9	,0.3	,1	,6.94
12496,Premier League - 2015/2016,	8,https://www.whoscored.com/Players/70050/Show/Marcos-Rojo,Marcos Rojo,33,",  D(CL)  ",186,82,15(1),1254	,-	,1	,3	,-	,0.5	,73.1	,1.9	,1	,6.93
12496,Premier League - 2015/2016,	9,https://www.whoscored.com/Players/29544/Show/Morgan-Schneiderlin,Morgan Schneiderlin,33,",  DMC  ",181,75,25(4),2205	,1	,-	,3	,-	,0.4	,89.5	,0.7	,-	,6.92
12496,Premier League - 2015/2016,	10,https://www.whoscored.com/Players/23220/Show/Matteo-Darmian,Matteo Darmian,33,",  D(CLR),M(LR)  ",182,70,24(4),1932	,1	,-	,8	,-	,0.2	,79.3	,0.7	,2	,6.91
12496,Premier League - 2015/2016,	11,https://www.whoscored.com/Players/145385/Show/Guillermo-Varela,Guillermo Varela,30,",  D(LR)  ",173,73,3(1),315	,-	,-	,1	,-	,0.3	,78.8	,0.3	,-	,6.83
12496,Premier League - 2015/2016,	12,https://www.whoscored.com/Players/25363/Show/Juan-Mata,Juan Mata,35,",  AM(CLR)  ",170,63,34(4),2902	,6	,5	,4	,1	,1.5	,89.2	,0.1	,2	,6.80
12496,Premier League - 2015/2016,	13,https://www.whoscored.com/Players/303379/Show/Donald-Love,Donald Love,28,",  D(LR),M(CR)  ",178,72,0(1),53	,-	,-	,-	,-	,-	,73.1	,-	,-	,6.80
12496,Premier League - 2015/2016,	14,https://www.whoscored.com/Players/22738/Show/Marouane-Fellaini,Marouane Fellaini,35,",  M(C)  ",194,85,12(6),1070	,1	,-	,2	,-	,1.3	,83.6	,2.7	,-	,6.78
12496,Premier League - 2015/2016,	15,https://www.whoscored.com/Players/4567/Show/Bastian-Schweinsteiger,Bastian Schweinsteiger,38,",  D(C),M(C)  ",183,79,13(5),1205	,1	,-	,3	,-	,0.7	,85.7	,0.9	,-	,6.78
12496,Premier League - 2015/2016,	16,https://www.whoscored.com/Players/71174/Show/Ander-Herrera,Ander Herrera,33,",  M(C)  ",182,71,17(10),1538	,3	,2	,4	,-	,0.9	,84	,0.3	,2	,6.77
12496,Premier League - 2015/2016,	17,https://www.whoscored.com/Players/109000/Show/Jesse-Lingard,Jesse Lingard,30,",  AM(CLR),FW  ",175,62,19(6),1635	,4	,1	,4	,-	,1.2	,84.7	,0.1	,1	,6.71
12496,Premier League - 2015/2016,	18,https://www.whoscored.com/Players/312739/Show/Timothy-Fosu-Mensah,Timothy Fosu-Mensah,25,",  D(CR)  ",185,80,2(6),254	,-	,1	,1	,-	,0.3	,73.2	,0.3	,-	,6.70
12496,Premier League - 2015/2016,	19,https://www.whoscored.com/Players/136454/Show/Cameron-Borthwick-Jackson,Cameron Borthwick-Jackson,26,",  D(CL),M(CL)  ",183,78,6(4),692	,-	,1	,-	,-	,0.1	,81.9	,1	,-	,6.70
12496,Premier League - 2015/2016,	20,https://www.whoscored.com/Players/81726/Show/Phil-Jones,Phil Jones,31,",  D(CR),DMC  ",180,71,6(4),529	,-	,-	,-	,-	,0.1	,84.7	,2	,-	,6.68
12496,Premier League - 2015/2016,	21,https://www.whoscored.com/Players/2115/Show/Michael-Carrick,Michael Carrick,41,",  D(C),M(C)  ",188,74,22(6),1975	,-	,-	,4	,-	,0.3	,86.5	,0.6	,-	,6.66
12496,Premier League - 2015/2016,	22,https://www.whoscored.com/Players/79554/Show/David-de-Gea,David de Gea,32,",  GK  ",192,76,34,3060	,-	,-	,-	,-	,-	,56.9	,-	,-	,6.66
12496,Premier League - 2015/2016,	23,https://www.whoscored.com/Players/8166/Show/Ashley-Young,Ashley Young,37,",  D(LR),M(LR)  ",175,65,11(7),1063	,1	,2	,5	,-	,0.4	,77.7	,0.7	,-	,6.60
12496,Premier League - 2015/2016,	24,https://www.whoscored.com/Players/35003/Show/Chicharito,Chicharito,35,",  FW  ",175,73,0(1),23	,-	,-	,-	,-	,1	,85.7	,-	,-	,6.45
12496,Premier League - 2015/2016,	25,https://www.whoscored.com/Players/110154/Show/Memphis-Depay,Memphis Depay,29,",  AM(CL),FW  ",178,78,16(13),1478	,2	,-	,2	,-	,2	,80.8	,0.3	,1	,6.38
12496,Premier League - 2015/2016,	26,https://www.whoscored.com/Players/33831/Show/Sergio-Romero,Sergio Romero,36,",  GK  ",192,87,4,360	,-	,-	,-	,-	,-	,55.7	,-	,-	,6.35
12496,Premier League - 2015/2016,	27,https://www.whoscored.com/Players/130334/Show/Adnan-Januzaj,Adnan Januzaj,28,",  AM(CLR)  ",186,76,2(3),144	,1	,-	,1	,-	,0.8	,88.1	,-	,-	,6.33
12496,Premier League - 2015/2016,	28,https://www.whoscored.com/Players/244565/Show/Patrick-McNair,Patrick McNair,28,",  D(CR),M(C)  ",183,72,3(5),312	,-	,-	,-	,-	,0.4	,78.9	,1	,-	,6.23
12496,Premier League - 2015/2016,	29,https://www.whoscored.com/Players/243254/Show/Andreas-Pereira,Andreas Pereira,27,",  M(CLR)  ",178,71,0(4),80	,-	,-	,2	,-	,-	,85.7	,-	,-	,6.22
12496,Premier League - 2015/2016,	30,https://www.whoscored.com/Players/145271/Show/James-Wilson,James Wilson,27,",  AM(CR),FW  ",183,73,0(1),8	,-	,-	,-	,-	,-	,85.7	,-	,-	,6.13
12496,Premier League - 2015/2016,	31,https://www.whoscored.com/Players/90211/Show/Nick-Powell,Nick Powell,29,",  AM(CLR),FW  ",183,65,0(1),16	,-	,-	,-	,-	,-	,50	,1	,-	,6.03
12496,Premier League - 2015/2016,	32,https://www.whoscored.com/Players/302386/Show/James-Weir,James Weir,27,",  M(C)  ",177,71,0(1),1	,-	,-	,-	,-	,-	,-	,-	,-	,6.00
12496,Premier League - 2015/2016,	33,https://www.whoscored.com/Players/107940/Show/Will-Keane,Will Keane,30,",  AM(C),FW  ",188,78,0(1),4	,-	,-	,-	,-	,-	,-	,-	,-	,6.00
,,	1,https://www.whoscored.com/Players/71345/Show/Chris-Smalling,Chris Smalling,33,",  D(CR)  ",194,81,6,540	,1	,-	,1	,-	,0.7	,88	,3.8	,2	,7.42
,,	2,https://www.whoscored.com/Players/109000/Show/Jesse-Lingard,Jesse Lingard,30,",  AM(CLR),FW  ",175,62,4,350	,-	,1	,1	,-	,2.8	,86	,0.8	,-	,7.18
,,	3,https://www.whoscored.com/Players/145385/Show/Guillermo-Varela,Guillermo Varela,30,",  D(LR)  ",173,73,1,90	,-	,-	,1	,-	,-	,77.4	,-	,-	,7.11
,,	4,https://www.whoscored.com/Players/70050/Show/Marcos-Rojo,Marcos Rojo,33,",  D(CL)  ",186,82,3(1),309	,-	,-	,-	,-	,1	,81.9	,2.5	,-	,6.99
,,	5,https://www.whoscored.com/Players/70033/Show/Daley-Blind,Daley Blind,33,",  D(CL),DMC,M(L)  ",180,72,5(1),477	,-	,1	,-	,-	,0.2	,84	,1.2	,-	,6.93
,,	6,https://www.whoscored.com/Players/25363/Show/Juan-Mata,Juan Mata,35,",  AM(CLR)  ",170,63,4(1),328	,1	,2	,-	,-	,1.4	,89.9	,-	,-	,6.88
,,	7,https://www.whoscored.com/Players/18296/Show/Antonio-Valencia,Antonio Valencia,37,",  D(R),M(R)  ",180,83,2(1),140	,-	,1	,-	,-	,-	,88.3	,0.7	,1	,6.86
,,	8,https://www.whoscored.com/Players/29544/Show/Morgan-Schneiderlin,Morgan Schneiderlin,33,",  DMC  ",181,75,3,270	,-	,-	,1	,-	,0.7	,87.1	,0.3	,-	,6.76
,,	9,https://www.whoscored.com/Players/71174/Show/Ander-Herrera,Ander Herrera,33,",  M(C)  ",182,71,2(1),166	,-	,-	,1	,-	,1	,94.5	,0.3	,-	,6.75
,,	10,https://www.whoscored.com/Players/79554/Show/David-de-Gea,David de Gea,32,",  GK  ",192,76,6,540	,-	,-	,-	,-	,-	,73.9	,-	,-	,6.72
,,	11,https://www.whoscored.com/Players/8166/Show/Ashley-Young,Ashley Young,37,",  D(LR),M(LR)  ",175,65,2(2),252	,-	,-	,1	,-	,0.8	,76.3	,0.8	,-	,6.67
,,	12,https://www.whoscored.com/Players/110154/Show/Memphis-Depay,Memphis Depay,29,",  AM(CL),FW  ",178,78,4(2),327	,1	,-	,1	,-	,2.7	,75.2	,0.3	,-	,6.66
,,	13,https://www.whoscored.com/Players/23220/Show/Matteo-Darmian,Matteo Darmian,33,",  D(CLR),M(LR)  ",182,70,4,308	,-	,-	,1	,-	,0.3	,81.3	,1.5	,-	,6.64
,,	14,https://www.whoscored.com/Players/3859/Show/Wayne-Rooney,Wayne Rooney,37,",  M(CLR),FW  ",176,83,4,360	,1	,-	,-	,-	,2	,84.1	,0.8	,-	,6.63
,,	15,https://www.whoscored.com/Players/122366/Show/Anthony-Martial,Anthony Martial,27,",  AM(LR),FW  ",181,76,6,516	,2	,-	,1	,-	,1.8	,74.7	,1.2	,-	,6.61
,,	16,https://www.whoscored.com/Players/81726/Show/Phil-Jones,Phil Jones,31,",  D(CR),DMC  ",180,71,1(1),108	,-	,-	,-	,-	,-	,86.1	,1	,-	,6.59
,,	17,https://www.whoscored.com/Players/4567/Show/Bastian-Schweinsteiger,Bastian Schweinsteiger,38,",  D(C),M(C)  ",183,79,6,424	,-	,-	,1	,-	,0.8	,86.8	,1.3	,-	,6.57
,,	18,https://www.whoscored.com/Players/118244/Show/Luke-Shaw,Luke Shaw,27,",  D(CL),M(L)  ",185,75,1,24	,-	,-	,-	,-	,-	,100	,-	,-	,6.51
,,	19,https://www.whoscored.com/Players/2115/Show/Michael-Carrick,Michael Carrick,41,",  D(C),M(C)  ",188,74,1(1),111	,-	,-	,-	,-	,0.5	,88	,-	,-	,6.49
,,	20,https://www.whoscored.com/Players/136454/Show/Cameron-Borthwick-Jackson,Cameron Borthwick-Jackson,26,",  D(CL),M(CL)  ",183,78,0(1),47	,-	,-	,-	,-	,-	,85.7	,-	,-	,6.33
,,	21,https://www.whoscored.com/Players/22738/Show/Marouane-Fellaini,Marouane Fellaini,35,",  M(C)  ",194,85,1(4),207	,-	,-	,1	,-	,0.8	,78.7	,2.8	,-	,6.25
,,	22,https://www.whoscored.com/Players/90211/Show/Nick-Powell,Nick Powell,29,",  AM(CLR),FW  ",183,65,0(1),21	,-	,-	,-	,-	,3	,33.3	,2	,-	,6.07
,,	23,https://www.whoscored.com/Players/243254/Show/Andreas-Pereira,Andreas Pereira,27,",  M(CLR)  ",178,71,0(1),28	,-	,-	,-	,-	,1	,55.6	,-	,-	,5.95
13186,Europa League - 2015/2016,	1,https://www.whoscored.com/Players/110154/Show/Memphis-Depay,Memphis Depay,29,",  AM(CL),FW  ",178,78,3,270	,2	,-	,1	,-	,4.7	,75.5	,0.3	,2	,7.96
13186,Europa League - 2015/2016,	2,https://www.whoscored.com/Players/300299/Show/Marcus-Rashford,Marcus Rashford,25,",  AM(CLR),FW  ",180,70,3,226	,2	,-	,1	,-	,3.3	,81.5	,1	,-	,7.48
13186,Europa League - 2015/2016,	3,https://www.whoscored.com/Players/29544/Show/Morgan-Schneiderlin,Morgan Schneiderlin,33,",  DMC  ",181,75,2(1),187	,-	,-	,-	,-	,1.3	,87.2	,0.7	,-	,7.22
13186,Europa League - 2015/2016,	4,https://www.whoscored.com/Players/79554/Show/David-de-Gea,David de Gea,32,",  GK  ",192,76,2,180	,-	,-	,-	,-	,-	,70.9	,-	,-	,7.18
13186,Europa League - 2015/2016,	5,https://www.whoscored.com/Players/303542/Show/Joe-Riley,Joe Riley,26,",  D(R),DMC,M(R)  ",183,71,1,79	,-	,-	,-	,-	,-	,90.6	,-	,-	,7.14
13186,Europa League - 2015/2016,	6,https://www.whoscored.com/Players/145385/Show/Guillermo-Varela,Guillermo Varela,30,",  D(LR)  ",173,73,3,226	,-	,1	,-	,-	,-	,82.2	,0.3	,-	,7.10
13186,Europa League - 2015/2016,	7,https://www.whoscored.com/Players/109000/Show/Jesse-Lingard,Jesse Lingard,30,",  AM(CLR),FW  ",175,62,3,266	,-	,1	,2	,-	,3.3	,85.8	,0.3	,-	,7.03
13186,Europa League - 2015/2016,	8,https://www.whoscored.com/Players/70033/Show/Daley-Blind,Daley Blind,33,",  D(CL),DMC,M(L)  ",180,72,4,360	,-	,-	,1	,-	,0.3	,83.5	,1.5	,-	,6.83
13186,Europa League - 2015/2016,	9,https://www.whoscored.com/Players/22738/Show/Marouane-Fellaini,Marouane Fellaini,35,",  M(C)  ",194,85,2,180	,-	,-	,2	,-	,1.5	,76.3	,5.5	,-	,6.83
13186,Europa League - 2015/2016,	10,https://www.whoscored.com/Players/71174/Show/Ander-Herrera,Ander Herrera,33,",  M(C)  ",182,71,2(1),173	,1	,-	,-	,-	,1.7	,91.5	,-	,-	,6.82
13186,Europa League - 2015/2016,	11,https://www.whoscored.com/Players/71345/Show/Chris-Smalling,Chris Smalling,33,",  D(CR)  ",194,81,3,270	,-	,-	,1	,-	,-	,83	,1.3	,-	,6.78
13186,Europa League - 2015/2016,	12,https://www.whoscored.com/Players/70050/Show/Marcos-Rojo,Marcos Rojo,33,",  D(CL)  ",186,82,2(1),163	,-	,1	,-	,-	,0.7	,73.3	,2.3	,-	,6.68
13186,Europa League - 2015/2016,	13,https://www.whoscored.com/Players/122366/Show/Anthony-Martial,Anthony Martial,27,",  AM(LR),FW  ",181,76,3,270	,1	,-	,-	,-	,1.3	,75.6	,0.7	,-	,6.58
13186,Europa League - 2015/2016,	14,https://www.whoscored.com/Players/18296/Show/Antonio-Valencia,Antonio Valencia,37,",  D(R),M(R)  ",180,83,0(1),45	,-	,-	,-	,-	,-	,73.1	,1	,-	,6.55
13186,Europa League - 2015/2016,	15,https://www.whoscored.com/Players/25363/Show/Juan-Mata,Juan Mata,35,",  AM(CLR)  ",170,63,4,337	,-	,1	,-	,-	,1	,84.6	,-	,-	,6.54
13186,Europa League - 2015/2016,	16,https://www.whoscored.com/Players/2115/Show/Michael-Carrick,Michael Carrick,41,",  D(C),M(C)  ",188,74,3(1),295	,-	,-	,-	,-	,0.5	,87.5	,0.5	,-	,6.49
13186,Europa League - 2015/2016,	17,https://www.whoscored.com/Players/303379/Show/Donald-Love,Donald Love,28,",  D(LR),M(CR)  ",178,72,1,90	,-	,-	,1	,-	,-	,77.2	,2	,-	,6.48
13186,Europa League - 2015/2016,	18,https://www.whoscored.com/Players/23220/Show/Matteo-Darmian,Matteo Darmian,33,",  D(CLR),M(LR)  ",182,70,0(1),28	,-	,-	,-	,-	,1	,88.9	,1	,-	,6.42
13186,Europa League - 2015/2016,	19,https://www.whoscored.com/Players/33831/Show/Sergio-Romero,Sergio Romero,36,",  GK  ",192,87,2,180	,-	,-	,-	,-	,-	,49.1	,0.5	,-	,6.38
13186,Europa League - 2015/2016,	20,https://www.whoscored.com/Players/4567/Show/Bastian-Schweinsteiger,Bastian Schweinsteiger,38,",  D(C),M(C)  ",183,79,0(2),31	,-	,-	,1	,-	,0.5	,88.2	,0.5	,-	,6.29
13186,Europa League - 2015/2016,	21,https://www.whoscored.com/Players/243254/Show/Andreas-Pereira,Andreas Pereira,27,",  M(CLR)  ",178,71,0(2),16	,-	,-	,-	,-	,0.5	,90	,-	,-	,6.25
13186,Europa League - 2015/2016,	22,https://www.whoscored.com/Players/244565/Show/Patrick-McNair,Patrick McNair,28,",  D(CR),M(C)  ",183,72,1,90	,-	,-	,-	,-	,-	,79.1	,4	,-	,6.10
13186,Europa League - 2015/2016,	23,https://www.whoscored.com/Players/303543/Show/Regan-Poole,Regan Poole,24,",  D(CR),M(R)  ",180,76,0(1),1	,-	,-	,-	,-	,-	,100	,-	,-	,6.00
9155,Premier League - 2014/2015,	1,https://www.whoscored.com/Players/81726/Show/Phil-Jones,Phil Jones,31,",  D(CR),DMC  ",180,71,22,1879	,-	,-	,3	,-	,0.1	,85.3	,2.3	,3	,7.51
9155,Premier League - 2014/2015,	2,https://www.whoscored.com/Players/71345/Show/Chris-Smalling,Chris Smalling,33,",  D(CR)  ",194,81,21(4),1880	,4	,-	,1	,1	,0.7	,88.6	,2.8	,2	,7.34
9155,Premier League - 2014/2015,	3,https://www.whoscored.com/Players/71174/Show/Ander-Herrera,Ander Herrera,33,",  M(C)  ",182,71,19(7),1869	,6	,4	,6	,-	,1.4	,89.2	,0.5	,4	,7.33
9155,Premier League - 2014/2015,	4,https://www.whoscored.com/Players/3859/Show/Wayne-Rooney,Wayne Rooney,37,",  M(CLR),FW  ",176,83,33,2877	,12	,5	,5	,1	,2.4	,84.7	,1.2	,1	,7.28
9155,Premier League - 2014/2015,	5,https://www.whoscored.com/Players/70050/Show/Marcos-Rojo,Marcos Rojo,33,",  D(CL)  ",186,82,20(2),1765	,-	,-	,6	,-	,0.7	,85.5	,2.6	,1	,7.26
9155,Premier League - 2014/2015,	6,https://www.whoscored.com/Players/8166/Show/Ashley-Young,Ashley Young,37,",  D(LR),M(LR)  ",175,65,23(3),2068	,2	,5	,5	,-	,1.1	,80.9	,0.7	,4	,7.23
9155,Premier League - 2014/2015,	7,https://www.whoscored.com/Players/18296/Show/Antonio-Valencia,Antonio Valencia,37,",  D(R),M(R)  ",180,83,29(3),2584	,-	,2	,4	,-	,0.2	,89.5	,0.8	,1	,7.23
9155,Premier League - 2014/2015,	8,https://www.whoscored.com/Players/70033/Show/Daley-Blind,Daley Blind,33,",  D(CL),DMC,M(L)  ",180,72,25,2172	,2	,2	,4	,-	,1.1	,87.7	,1.3	,1	,7.19
9155,Premier League - 2014/2015,	9,https://www.whoscored.com/Players/22738/Show/Marouane-Fellaini,Marouane Fellaini,35,",  M(C)  ",194,85,19(8),1831	,6	,-	,5	,1	,1.3	,84.7	,4.1	,3	,7.16
9155,Premier League - 2014/2015,	10,https://www.whoscored.com/Players/22079/Show/Jonny-Evans,Jonny Evans,35,",  D(CL)  ",188,77,12(2),1091	,-	,-	,1	,-	,0.1	,85.1	,1.7	,-	,7.13
9155,Premier League - 2014/2015,	11,https://www.whoscored.com/Players/4564/Show/Robin-van-Persie,Robin van Persie,39,",  AM(C),FW  ",183,71,25(2),2114	,10	,2	,5	,-	,2.8	,85.2	,1.2	,3	,7.11
9155,Premier League - 2014/2015,	12,https://www.whoscored.com/Players/2115/Show/Michael-Carrick,Michael Carrick,41,",  D(C),M(C)  ",188,74,16(2),1457	,1	,2	,1	,-	,0.4	,89.6	,0.8	,-	,7.06
9155,Premier League - 2014/2015,	13,https://www.whoscored.com/Players/23110/Show/%C3%81ngel-Di-Mar%C3%ADa,Ángel Di María,35,",  M(CLR),FW  ",180,75,20(7),1645	,3	,10	,1	,-	,2.3	,77.8	,-	,1	,7.00
9155,Premier League - 2014/2015,	14,https://www.whoscored.com/Players/25363/Show/Juan-Mata,Juan Mata,35,",  AM(CLR)  ",170,63,27(6),2309	,9	,4	,2	,-	,1	,89.5	,0.1	,2	,6.89
9155,Premier League - 2014/2015,	15,https://www.whoscored.com/Players/9484/Show/V%C3%ADctor-Vald%C3%A9s,Víctor Valdés,41,",  GK  ",183,78,1(1),106	,-	,-	,-	,-	,-	,43.1	,-	,-	,6.85
9155,Premier League - 2014/2015,	16,https://www.whoscored.com/Players/118244/Show/Luke-Shaw,Luke Shaw,27,",  D(CL),M(L)  ",185,75,15(1),1127	,-	,-	,1	,1	,0.2	,86.7	,1.8	,-	,6.79
9155,Premier League - 2014/2015,	17,https://www.whoscored.com/Players/4092/Show/Rafael,Rafael,32,",  D(LR),M(R)  ",173,73,6(4),591	,-	,1	,2	,-	,0.2	,84.2	,0.5	,1	,6.75
9155,Premier League - 2014/2015,	18,https://www.whoscored.com/Players/244565/Show/Patrick-McNair,Patrick McNair,28,",  D(CR),M(C)  ",183,72,12(4),1028	,-	,-	,2	,-	,0.3	,86.7	,1.1	,-	,6.70
9155,Premier League - 2014/2015,	19,https://www.whoscored.com/Players/107941/Show/Michael-Keane,Michael Keane,30,",  D(CR)  ",191,82,0(1),46	,-	,-	,-	,-	,1	,94.1	,2	,-	,6.69
9155,Premier League - 2014/2015,	20,https://www.whoscored.com/Players/79554/Show/David-de-Gea,David de Gea,32,",  GK  ",192,76,37,3314	,-	,-	,-	,-	,-	,64.1	,0.1	,-	,6.68
9155,Premier League - 2014/2015,	21,https://www.whoscored.com/Players/18701/Show/Radamel-Falcao,Radamel Falcao,37,",  FW  ",177,72,14(12),1287	,4	,4	,2	,-	,1.5	,86.2	,0.7	,-	,6.61
9155,Premier League - 2014/2015,	22,https://www.whoscored.com/Players/69956/Show/Tom-Cleverley,Tom Cleverley,33,",  M(CLR)  ",175,67,1,90	,-	,-	,1	,-	,1	,90.2	,1	,-	,6.57
9155,Premier League - 2014/2015,	23,https://www.whoscored.com/Players/21723/Show/Anderson,Anderson,35,",  M(CR)  ",176,69,0(1),20	,-	,-	,-	,-	,-	,88.2	,1	,-	,6.49
9155,Premier League - 2014/2015,	24,https://www.whoscored.com/Players/130334/Show/Adnan-Januzaj,Adnan Januzaj,28,",  AM(CLR)  ",186,76,7(11),850	,-	,-	,-	,-	,1.4	,81.9	,0.5	,-	,6.47
9155,Premier League - 2014/2015,	25,https://www.whoscored.com/Players/137795/Show/Tyler-Blackett,Tyler Blackett,29,",  D(CL),M(L)  ",188,76,6(5),650	,-	,-	,3	,1	,-	,84.8	,1.2	,-	,6.45
9155,Premier League - 2014/2015,	26,https://www.whoscored.com/Players/39308/Show/Danny-Welbeck,Danny Welbeck,32,",  AM(CLR),FW  ",185,73,0(2),44	,-	,-	,-	,-	,-	,76.5	,1	,-	,6.40
9155,Premier League - 2014/2015,	27,https://www.whoscored.com/Players/19104/Show/Nani,Nani,36,",  M(CLR),FW  ",177,72,0(1),45	,-	,-	,-	,-	,-	,93.8	,-	,-	,6.37
9155,Premier League - 2014/2015,	28,https://www.whoscored.com/Players/145271/Show/James-Wilson,James Wilson,27,",  AM(CR),FW  ",183,73,2(11),349	,1	,-	,3	,-	,0.6	,76.5	,0.6	,-	,6.32
9155,Premier League - 2014/2015,	29,https://www.whoscored.com/Players/243254/Show/Andreas-Pereira,Andreas Pereira,27,",  M(CLR)  ",178,71,0(1),13	,-	,-	,-	,-	,-	,50	,-	,-	,6.32
9155,Premier League - 2014/2015,	30,https://www.whoscored.com/Players/109000/Show/Jesse-Lingard,Jesse Lingard,30,",  AM(CLR),FW  ",175,62,1,24	,-	,-	,-	,-	,-	,69.2	,-	,-	,6.32
9155,Premier League - 2014/2015,	31,https://www.whoscored.com/Players/5835/Show/Darren-Fletcher,Darren Fletcher,39,",  M(C)  ",183,83,4(7),365	,-	,-	,1	,-	,0.1	,90	,0.1	,-	,6.19
9155,Premier League - 2014/2015,	32,https://www.whoscored.com/Players/35003/Show/Chicharito,Chicharito,35,",  FW  ",175,73,1,46	,-	,-	,-	,-	,-	,90	,-	,-	,6.19
9155,Premier League - 2014/2015,	33,https://www.whoscored.com/Players/107945/Show/Tom-Thorpe,Tom Thorpe,30,",  D(C)  ",185,89,0(1),1	,-	,-	,-	,-	,-	,-	,-	,-	,6.00
7794,Premier League - 2013/2014,	1,https://www.whoscored.com/Players/145271/Show/James-Wilson,James Wilson,27,",  AM(CR),FW  ",183,73,1,64	,2	,-	,-	,-	,4	,66.7	,-	,-	,8.04
7794,Premier League - 2013/2014,	2,https://www.whoscored.com/Players/10620/Show/Anders-Lindegaard,Anders Lindegaard,39,",  GK  ",193,80,1,90	,-	,-	,-	,-	,-	,43.3	,-	,-	,7.82
7794,Premier League - 2013/2014,	3,https://www.whoscored.com/Players/3859/Show/Wayne-Rooney,Wayne Rooney,37,",  M(CLR),FW  ",176,83,27(2),2448	,17	,10	,8	,-	,3.5	,80.1	,0.9	,6	,7.62
